tree_cn,plot_cn,block,plot,x_pos,y_pos,tree,position,species,spec_long,spec_short,origin,group,plot_species,sr,fert,mortality_2017,mortality_2018,mortality_2019,beetles,height_2017,height_2018,dia_2017,dia_2018,height,pos,rsheight,height_new
I.2.190.4.7,I.2.190,2,190,4,7,4.7,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,N,NA,alive,alive,0,NA,NA,NA,NA,NA,E,2.61957547382696,2.61957547382696
I.2.190.5.1,I.2.190,2,190,5,1,5.1,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,N,NA,dead,dead,1,NA,NA,NA,NA,NA,W,2.656227135677,2.656227135677
I.2.190.5.2,I.2.190,2,190,5,2,5.2,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,N,NA,dead,dead,1,235,302,32,33,3.02,NA,NA,3.02
I.2.190.5.3,I.2.190,2,190,5,3,5.3,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,N,NA,dead,dead,1,155,190,27,28,1.9,NA,NA,1.9
I.2.190.5.4,I.2.190,2,190,5,4,5.4,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,N,NA,dead,dead,1,245,305,34,37,3.05,NA,NA,3.05
I.2.190.5.5,I.2.190,2,190,5,5,5.5,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,N,NA,alive,alive,0,170,251,36,36,2.51,NA,NA,2.51
I.2.190.5.6,I.2.190,2,190,5,6,5.6,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,N,NA,alive,alive,0,165,222,27,29,2.22,NA,NA,2.22
I.2.190.5.7,I.2.190,2,190,5,7,5.7,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,N,NA,dead,dead,1,NA,NA,NA,NA,NA,E,2.61957547382696,2.61957547382696
I.2.190.6.1,I.2.190,2,190,6,1,6.1,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,N,NA,dead,dead,1,NA,NA,NA,NA,NA,W,2.656227135677,2.656227135677
I.2.190.6.2,I.2.190,2,190,6,2,6.2,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,N,NA,dead,dead,1,170,204,22,23,2.04,NA,NA,2.04
I.2.190.6.3,I.2.190,2,190,6,3,6.3,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,N,NA,dead,dead,1,180,232,29,29,2.32,NA,NA,2.32
I.2.190.6.4,I.2.190,2,190,6,4,6.4,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,N,NA,dead,dead,1,265,325,38,37,3.25,NA,NA,3.25
I.2.190.6.5,I.2.190,2,190,6,5,6.5,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,N,NA,dead,dead,1,180,255,28,28,2.55,NA,NA,2.55
I.2.190.6.6,I.2.190,2,190,6,6,6.6,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,N,NA,dead,dead,1,265,341,43,49,3.41,NA,NA,3.41
I.2.190.6.7,I.2.190,2,190,6,7,6.7,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,N,NA,alive,alive,0,NA,NA,NA,NA,NA,E,2.61957547382696,2.61957547382696
I.2.190.7.1,I.2.190,2,190,7,1,7.1,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,N,NA,dead,dead,1,NA,NA,NA,NA,NA,SW,2.598607658868,2.598607658868
I.2.190.7.2,I.2.190,2,190,7,2,7.2,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,N,NA,dead,dead,1,NA,NA,NA,NA,NA,S,2.69495286395301,2.69495286395301
I.2.190.7.3,I.2.190,2,190,7,3,7.3,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,N,NA,dead,dead,1,NA,NA,NA,NA,NA,S,2.69495286395301,2.69495286395301
I.2.190.7.4,I.2.190,2,190,7,4,7.4,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,N,NA,dead,dead,1,NA,NA,NA,NA,NA,S,2.69495286395301,2.69495286395301
I.2.190.7.5,I.2.190,2,190,7,5,7.5,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,N,NA,dead,dead,1,NA,NA,NA,NA,NA,S,2.69495286395301,2.69495286395301
I.2.190.7.6,I.2.190,2,190,7,6,7.6,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,N,NA,dead,dead,1,NA,NA,NA,NA,NA,S,2.69495286395301,2.69495286395301
I.2.190.7.7,I.2.190,2,190,7,7,7.7,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,N,NA,alive,alive,0,NA,NA,NA,NA,NA,SE,2.36717978974901,2.36717978974901
I.2.191.1.1,I.2.191,2,191,1,1,1.1,edge,PIST,Pinus strobus L.,P. strobus,North American,gymnosperm,NA_6,6,Control,NA,dead,dead,0,NA,NA,NA,NA,NA,NW,1.13906689910898,1.13906689910898
I.2.191.1.2,I.2.191,2,191,1,2,1.2,edge,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,NA_6,6,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,N,2.91570117779696,2.91570117779696
I.2.191.1.3,I.2.191,2,191,1,3,1.3,edge,LALA,Larix laricina (Du Roi) K.Koch,L. laricina,North American,gymnosperm,NA_6,6,Control,NA,dead,dead,0,NA,NA,NA,NA,NA,N,2.35153451113029,2.35153451113029
I.2.191.1.4,I.2.191,2,191,1,4,1.4,edge,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,NA_6,6,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,N,4.56570117779696,4.56570117779696
I.2.191.1.5,I.2.191,2,191,1,5,1.5,edge,PIST,Pinus strobus L.,P. strobus,North American,gymnosperm,NA_6,6,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,N,1.92570117779696,1.92570117779696
I.2.191.1.6,I.2.191,2,191,1,6,1.6,edge,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,NA_6,6,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,N,2.91570117779696,2.91570117779696
I.2.191.1.7,I.2.191,2,191,1,7,1.7,edge,PIPU,Picea pungens (Engelm.) var. glauca,P. pungens,North American,gymnosperm,NA_6,6,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,NE,3.0406552284127817,3.0406552284127817
I.2.191.2.1,I.2.191,2,191,2,1,2.1,edge,PIPU,Picea pungens (Engelm.) var. glauca,P. pungens,North American,gymnosperm,NA_6,6,Control,NA,dead,dead,0,NA,NA,NA,NA,NA,W,0.535223792901984,0.535223792901984
I.2.191.2.2,I.2.191,2,191,2,2,2.2,center,PIST,Pinus strobus L.,P. strobus,North American,gymnosperm,NA_6,6,Control,NA,dead,dead,0,160,166,29,39,1.66,NA,NA,1.66
I.2.191.2.3,I.2.191,2,191,2,3,2.3,center,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,NA_6,6,Control,NA,alive,alive,0,230,354,27,31,3.54,NA,NA,3.54
I.2.191.2.4,I.2.191,2,191,2,4,2.4,center,PIST,Pinus strobus L.,P. strobus,North American,gymnosperm,NA_6,6,Control,dead,dead,dead,0,NA,NA,NA,NA,NA,NA,NA,0
I.2.191.2.5,I.2.191,2,191,2,5,2.5,center,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,NA_6,6,Control,NA,alive,alive,0,330,480,30,33,4.8,NA,NA,4.8
I.2.191.2.6,I.2.191,2,191,2,6,2.6,center,PIPU,Picea pungens (Engelm.) var. glauca,P. pungens,North American,gymnosperm,NA_6,6,Control,NA,dead,dead,0,90,105,16,15,1.05,NA,NA,1.05
I.2.191.2.7,I.2.191,2,191,2,7,2.7,edge,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,NA_6,6,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,E,2.99117147041096,2.99117147041096
I.2.191.3.1,I.2.191,2,191,3,1,3.1,edge,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,NA_6,6,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,W,4.43022379290198,4.43022379290198
I.2.191.3.2,I.2.191,2,191,3,2,3.2,center,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,NA_6,6,Control,NA,alive,alive,0,370,485,48,60.5,4.85,NA,NA,4.85
I.2.191.3.3,I.2.191,2,191,3,3,3.3,center,PIPU,Picea pungens (Engelm.) var. glauca,P. pungens,North American,gymnosperm,NA_6,6,Control,NA,alive,alive,0,70,80,17,21,0.8,NA,NA,0.8
I.2.191.3.4,I.2.191,2,191,3,4,3.4,center,LALA,Larix laricina (Du Roi) K.Koch,L. laricina,North American,gymnosperm,NA_6,6,Control,NA,dead,dead,0,120,141,10,9,1.41,NA,NA,1.41
I.2.191.3.5,I.2.191,2,191,3,5,3.5,center,PIPU,Picea pungens (Engelm.) var. glauca,P. pungens,North American,gymnosperm,NA_6,6,Control,NA,alive,alive,0,70,82,18,20,0.82,NA,NA,0.82
I.2.191.3.6,I.2.191,2,191,3,6,3.6,center,LALA,Larix laricina (Du Roi) K.Koch,L. laricina,North American,gymnosperm,NA_6,6,Control,NA,dead,dead,0,320,338,30,31,3.38,NA,NA,3.38
I.2.191.3.7,I.2.191,2,191,3,7,3.7,edge,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,NA_6,6,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,E,4.61617147041096,4.61617147041096
I.2.191.4.1,I.2.191,2,191,4,1,4.1,edge,LALA,Larix laricina (Du Roi) K.Koch,L. laricina,North American,gymnosperm,NA_6,6,Control,NA,dead,dead,0,NA,NA,NA,NA,NA,W,2.24105712623532,2.24105712623532
I.2.191.4.2,I.2.191,2,191,4,2,4.2,center,PIST,Pinus strobus L.,P. strobus,North American,gymnosperm,NA_6,6,Control,NA,alive,alive,0,210,255,34,46,2.55,NA,NA,2.55
I.2.191.4.3,I.2.191,2,191,4,3,4.3,center,LALA,Larix laricina (Du Roi) K.Koch,L. laricina,North American,gymnosperm,NA_6,6,Control,NA,dead,dead,0,250,308,26,25,3.08,NA,NA,3.08
I.2.191.4.4,I.2.191,2,191,4,4,4.4,center,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,NA_6,6,Control,NA,alive,alive,0,240,329,17,20,3.29,NA,NA,3.29
I.2.191.4.5,I.2.191,2,191,4,5,4.5,center,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,NA_6,6,Control,NA,alive,alive,0,410,475,46,40.5,4.75,NA,NA,4.75
I.2.191.4.6,I.2.191,2,191,4,6,4.6,center,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,NA_6,6,Control,NA,alive,alive,0,470,565,34,40,5.65,NA,NA,5.65
I.2.191.4.7,I.2.191,2,191,4,7,4.7,edge,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,NA_6,6,Control,NA,dead,dead,0,NA,NA,NA,NA,NA,E,4.64117147041096,4.64117147041096
I.2.191.5.1,I.2.191,2,191,5,1,5.1,edge,PIPU,Picea pungens (Engelm.) var. glauca,P. pungens,North American,gymnosperm,NA_6,6,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,W,0.535223792901984,0.535223792901984
I.2.191.5.2,I.2.191,2,191,5,2,5.2,center,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,NA_6,6,Control,NA,dead,dead,0,420,430,57,55,4.3,NA,NA,4.3
I.2.191.5.3,I.2.191,2,191,5,3,5.3,center,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,NA_6,6,Control,NA,alive,alive,0,330,460,25,27.5,4.6,NA,NA,4.6
I.2.191.5.4,I.2.191,2,191,5,4,5.4,center,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,NA_6,6,Control,NA,alive,dead,0,420,545,34,41.5,5.45,NA,NA,5.45
I.2.191.5.5,I.2.191,2,191,5,5,5.5,center,LALA,Larix laricina (Du Roi) K.Koch,L. laricina,North American,gymnosperm,NA_6,6,Control,dead,dead,dead,0,NA,NA,NA,NA,NA,NA,NA,0
I.2.191.5.6,I.2.191,2,191,5,6,5.6,center,PIPU,Picea pungens (Engelm.) var. glauca,P. pungens,North American,gymnosperm,NA_6,6,Control,NA,alive,alive,0,80,100,17,19,1,NA,NA,1
I.2.191.5.7,I.2.191,2,191,5,7,5.7,edge,PIST,Pinus strobus L.,P. strobus,North American,gymnosperm,NA_6,6,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,E,2.00117147041096,2.00117147041096
I.2.191.6.1,I.2.191,2,191,6,1,6.1,edge,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,NA_6,6,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,W,4.43022379290198,4.43022379290198
I.2.191.6.2,I.2.191,2,191,6,2,6.2,center,PIST,Pinus strobus L.,P. strobus,North American,gymnosperm,NA_6,6,Control,NA,alive,alive,0,240,280,36,40,2.8,NA,NA,2.8
I.2.191.6.3,I.2.191,2,191,6,3,6.3,center,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,NA_6,6,Control,NA,alive,alive,0,250,343,16,18,3.43,NA,NA,3.43
I.2.191.6.4,I.2.191,2,191,6,4,6.4,center,PIST,Pinus strobus L.,P. strobus,North American,gymnosperm,NA_6,6,Control,NA,dead,dead,0,160,178,30,30,1.78,NA,NA,1.78
I.2.191.6.5,I.2.191,2,191,6,5,6.5,center,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,NA_6,6,Control,NA,alive,alive,0,220,249,13,15,2.49,NA,NA,2.49
I.2.191.6.6,I.2.191,2,191,6,6,6.6,center,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,NA_6,6,Control,NA,alive,alive,0,340,420,24,27,4.2,NA,NA,4.2
I.2.191.6.7,I.2.191,2,191,6,7,6.7,edge,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,NA_6,6,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,E,2.99117147041096,2.99117147041096
I.2.191.7.1,I.2.191,2,191,7,1,7.1,edge,LALA,Larix laricina (Du Roi) K.Koch,L. laricina,North American,gymnosperm,NA_6,6,Control,NA,dead,dead,0,NA,NA,NA,NA,NA,SW,2.48937223653632,2.48937223653632
I.2.191.7.2,I.2.191,2,191,7,2,7.2,edge,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,NA_6,6,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,S,5.38784815237201,5.38784815237201
I.2.191.7.3,I.2.191,2,191,7,3,7.3,edge,PIPU,Picea pungens (Engelm.) var. glauca,P. pungens,North American,gymnosperm,NA_6,6,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,S,1.46784815237201,1.46784815237201
I.2.191.7.4,I.2.191,2,191,7,4,7.4,edge,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,NA_6,6,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,S,5.36284815237201,5.36284815237201
I.2.191.7.5,I.2.191,2,191,7,5,7.5,edge,PIST,Pinus strobus L.,P. strobus,North American,gymnosperm,NA_6,6,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,S,2.74784815237201,2.74784815237201
I.2.191.7.6,I.2.191,2,191,7,6,7.6,edge,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,NA_6,6,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,S,5.38784815237201,5.38784815237201
I.2.191.7.7,I.2.191,2,191,7,7,7.7,edge,LALA,Larix laricina (Du Roi) K.Koch,L. laricina,North American,gymnosperm,NA_6,6,Control,NA,dead,dead,0,NA,NA,NA,NA,NA,SE,3.69152733616533,3.69152733616533
I.2.192.1.1,I.2.192,2,192,1,1,1.1,edge,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,NW,5.57047276904302,5.57047276904302
I.2.192.1.2,I.2.192,2,192,1,2,1.2,edge,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,N,6.66412764453702,6.66412764453702
I.2.192.1.3,I.2.192,2,192,1,3,1.3,edge,QURO,Quercus robur L.,Q. robur,European,angiosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,N,3.2898419302513,3.2898419302513
I.2.192.1.4,I.2.192,2,192,1,4,1.4,edge,PISY,Pinus sylvestris L.,P. sylvestris,European,gymnosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,N,2.83079431120369,2.83079431120369
I.2.192.1.5,I.2.192,2,192,1,5,1.5,edge,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,N,6.66412764453702,6.66412764453702
I.2.192.1.6,I.2.192,2,192,1,6,1.6,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,N,2.62555621596559,2.62555621596559
I.2.192.1.7,I.2.192,2,192,1,7,1.7,edge,QURO,Quercus robur L.,Q. robur,European,angiosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,NE,1.32714258103127,1.32714258103127
I.2.192.2.1,I.2.192,2,192,2,1,2.1,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,dead,dead,1,NA,NA,NA,NA,NA,W,1.39135557157059,1.39135557157059
I.2.192.2.2,I.2.192,2,192,2,2,2.2,center,QURO,Quercus robur L.,Q. robur,European,angiosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,alive,alive,0,285,377,22,24,3.77,NA,NA,3.77
I.2.192.2.3,I.2.192,2,192,2,3,2.3,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,dead,dead,1,190,236,31,31,2.36,NA,NA,2.36
I.2.192.2.4,I.2.192,2,192,2,4,2.4,center,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,alive,alive,0,540,650,73,89,6.5,NA,NA,6.5
I.2.192.2.5,I.2.192,2,192,2,5,2.5,center,QURO,Quercus robur L.,Q. robur,European,angiosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,alive,alive,0,185,248,15,15,2.48,NA,NA,2.48
I.2.192.2.6,I.2.192,2,192,2,6,2.6,center,PISY,Pinus sylvestris L.,P. sylvestris,European,gymnosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,alive,alive,0,270,341,49,53,3.41,NA,NA,3.41
I.2.192.2.7,I.2.192,2,192,2,7,2.7,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,dead,dead,0,NA,NA,NA,NA,NA,E,0.84155658778255,0.84155658778255
I.2.192.3.1,I.2.192,2,192,3,1,3.1,edge,PISY,Pinus sylvestris L.,P. sylvestris,European,gymnosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,W,1.59659366680868,1.59659366680868
I.2.192.3.2,I.2.192,2,192,3,2,3.2,center,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,alive,alive,0,470,570,73,80,5.7,NA,NA,5.7
I.2.192.3.3,I.2.192,2,192,3,3,3.3,center,QURO,Quercus robur L.,Q. robur,European,angiosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,alive,alive,0,275,340,21,24,3.4,NA,NA,3.4
I.2.192.3.4,I.2.192,2,192,3,4,3.4,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,damaged,dead,0,130,153,19,18,1.53,NA,NA,1.53
I.2.192.3.5,I.2.192,2,192,3,5,3.5,center,PISY,Pinus sylvestris L.,P. sylvestris,European,gymnosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,damaged,alive,0,61,70,13,13,0.7,NA,NA,0.7
I.2.192.3.6,I.2.192,2,192,3,6,3.6,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,alive,alive,0,215,274,29,29,2.74,NA,NA,2.74
I.2.192.3.7,I.2.192,2,192,3,7,3.7,edge,QURO,Quercus robur L.,Q. robur,European,angiosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,E,1.50584230206826,1.50584230206826
I.2.192.4.1,I.2.192,2,192,4,1,4.1,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,alive,dead,0,NA,NA,NA,NA,NA,W,1.39135557157059,1.39135557157059
I.2.192.4.2,I.2.192,2,192,4,2,4.2,center,QURO,Quercus robur L.,Q. robur,European,angiosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,alive,alive,0,210,316,18,20,3.16,NA,NA,3.16
I.2.192.4.3,I.2.192,2,192,4,3,4.3,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,alive,alive,0,105,130,16,19,1.3,NA,NA,1.3
I.2.192.4.4,I.2.192,2,192,4,4,4.4,center,PISY,Pinus sylvestris L.,P. sylvestris,European,gymnosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,dead,dead,0,65,80,12,11,0.8,NA,NA,0.8
I.2.192.4.5,I.2.192,2,192,4,5,4.5,center,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,alive,alive,0,480,600,67,73,6,NA,NA,6
I.2.192.4.6,I.2.192,2,192,4,6,4.6,center,PISY,Pinus sylvestris L.,P. sylvestris,European,gymnosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,alive,alive,0,255,306,45,43.5,3.06,NA,NA,3.06
I.2.192.4.7,I.2.192,2,192,4,7,4.7,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,dead,dead,0,NA,NA,NA,NA,NA,E,0.84155658778255,0.84155658778255
I.2.192.5.1,I.2.192,2,192,5,1,5.1,edge,PISY,Pinus sylvestris L.,P. sylvestris,European,gymnosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,W,1.59659366680868,1.59659366680868
I.2.192.5.2,I.2.192,2,192,5,2,5.2,center,PISY,Pinus sylvestris L.,P. sylvestris,European,gymnosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,alive,alive,0,245,285,34,36,2.85,NA,NA,2.85
I.2.192.5.3,I.2.192,2,192,5,3,5.3,center,QURO,Quercus robur L.,Q. robur,European,angiosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,dead,dead,0,200,199,17,16,1.99,NA,NA,1.99
I.2.192.5.4,I.2.192,2,192,5,4,5.4,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,alive,alive,0,145,176,22,24,1.76,NA,NA,1.76
I.2.192.5.5,I.2.192,2,192,5,5,5.5,center,PISY,Pinus sylvestris L.,P. sylvestris,European,gymnosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,alive,alive,0,210,218,45,49.5,2.18,NA,NA,2.18
I.2.192.5.6,I.2.192,2,192,5,6,5.6,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,dead,dead,0,150,174,25,26,1.74,NA,NA,1.74
I.2.192.5.7,I.2.192,2,192,5,7,5.7,edge,QURO,Quercus robur L.,Q. robur,European,angiosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,E,1.50584230206826,1.50584230206826
I.2.192.6.1,I.2.192,2,192,6,1,6.1,edge,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,W,5.42992700014202,5.42992700014202
I.2.192.6.2,I.2.192,2,192,6,2,6.2,center,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,alive,alive,0,500,600,76,79,6,NA,NA,6
I.2.192.6.3,I.2.192,2,192,6,3,6.3,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,alive,alive,0,190,230,29,32,2.3,NA,NA,2.3
I.2.192.6.4,I.2.192,2,192,6,4,6.4,center,QURO,Quercus robur L.,Q. robur,European,angiosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,alive,alive,0,150,222,13,14,2.22,NA,NA,2.22
I.2.192.6.5,I.2.192,2,192,6,5,6.5,center,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,alive,alive,0,470,580,73,80.5,5.8,NA,NA,5.8
I.2.192.6.6,I.2.192,2,192,6,6,6.6,center,QURO,Quercus robur L.,Q. robur,European,angiosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,alive,alive,0,85,136,8,8,1.36,NA,NA,1.36
I.2.192.6.7,I.2.192,2,192,6,7,6.7,edge,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,E,4.88012801635398,4.88012801635398
I.2.192.7.1,I.2.192,2,192,7,1,7.1,edge,PISY,Pinus sylvestris L.,P. sylvestris,European,gymnosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,SW,1.82832819399668,1.82832819399668
I.2.192.7.2,I.2.192,2,192,7,2,7.2,edge,QURO,Quercus robur L.,Q. robur,European,angiosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,S,2.10333731161328,2.10333731161328
I.2.192.7.3,I.2.192,2,192,7,3,7.3,edge,PISY,Pinus sylvestris L.,P. sylvestris,European,gymnosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,dead,dead,0,NA,NA,NA,NA,NA,S,1.64428969256566,1.64428969256566
I.2.192.7.4,I.2.192,2,192,7,4,7.4,edge,QURO,Quercus robur L.,Q. robur,European,angiosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,S,2.10333731161328,2.10333731161328
I.2.192.7.5,I.2.192,2,192,7,5,7.5,edge,PISY,Pinus sylvestris L.,P. sylvestris,European,gymnosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,S,1.64428969256566,1.64428969256566
I.2.192.7.6,I.2.192,2,192,7,6,7.6,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,S,1.43905159732756,1.43905159732756
I.2.192.7.7,I.2.192,2,192,7,7,7.7,edge,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,BEPE_QURO_PIAB_PISY,4,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,SE,5.46855032884099,5.46855032884099
